Name,Time,Artist,Album,Genre,Plays,Skips,Date Added,
My Boo ft. Alicia Keys,3:44,Usher,Confessions (Expanded Edition),R&B,6,15,"2/9/19, 9:30 PM","8/10/20, 8:03 PM"
Love Is Only a Feeling,2:32,Joey Bada$$,Love Is Only a Feeling - Single,Hip Hop/Rap,20,17,"2/9/19, 9:29 PM","11/13/20, 9:08 PM"
Breakfast At Tiffany's,4:17,Deep Blue Something,Home,Rock,11,11,"2/9/19, 9:28 PM","10/11/20, 6:59 PM"
Blowin' in the Wind,2:50,Bob Dylan,The Freewheelin' Bob Dylan,Easy Listening,28,19,"2/9/19, 9:24 PM","10/12/20, 12:18 AM"
Downtown,4:53,Macklemore & Ryan Lewis,This Unruly Mess I've Made,Pop,60,13,"2/1/19, 10:56 PM","11/4/20, 3:59 PM"
Dancing with Myself,3:47,Billy Idol,Greatest Hits,Rock,36,8,"2/1/19, 10:56 PM","11/25/20, 9:56 AM"
Hey Lil’ Mama,3:10,Juke Ross,Hey Lil’ Mama - Single,Folk,17,10,"2/1/19, 10:56 PM","12/12/20, 6:58 PM"
Poison,3:38,Xavier Omär,The Everlasting Wave,R&B,102,14,"2/1/19, 10:56 PM","10/24/20, 5:17 PM"
Speculate,3:32,Xavier Omär,The Everlasting Wave,R&B,17,16,"2/1/19, 10:56 PM","10/31/20, 12:34 AM"
Lady Sunshine,3:25,Appleby,Lady Sunshine - Single,Alternative,51,21,"2/1/19, 10:44 PM","12/10/20, 3:27 PM"
Trouble On Central,3:06,Buddy,Harlan & Alondra,R&B,16,16,"2/1/19, 10:44 PM","11/4/20, 2:42 AM"
Single (On the Weekend),2:36,Marcos G.,Single (On the Weekend) - Single,R&B,59,11,"2/1/19, 10:44 PM","10/31/20, 2:55 AM"
Like U,3:40,Appleby,Happiness,Alternative,12,10,"2/1/19, 10:44 PM","10/31/20, 4:26 AM"
All We Got ft. Kanye West,3:24,Chance the Rapper,Coloring Book,Hip Hop/Rap,9,10,"2/1/19, 10:44 PM","2/15/20, 1:12 PM"
Never Enough,4:59,Rex Orange County,Apricot Princess,Alternative,10,9,"2/1/19, 10:44 PM","11/26/20, 1:43 AM"
Afraid,3:40,Xavier Omär,Afraid - Single,R&B,18,11,"2/1/19, 10:44 PM","11/4/20, 2:29 AM"
Bad Boy For Life,4:13,"Black Rob, Mark Curry & P. Diddy",The Saga Continues...,Rap,6,19,"2/1/19, 10:44 PM","8/21/20, 7:29 PM"
Mutual Butterflies,3:04,Ryan Trey,Mutual Butterflies - Single,Hip Hop/Rap,14,22,"2/1/19, 10:44 PM","10/31/20, 2:13 AM"
City Blues,3:51,TOBi,City Blues - Single,Hip Hop/Rap,14,13,"2/1/19, 10:44 PM","5/13/20, 4:57 AM"
Darlin',3:25,Tobi Lou,tobi lou and the Loop - EP,Hip Hop/Rap,19,11,"2/1/19, 10:44 PM","10/14/20, 6:56 PM"
Nothing,4:53,Rex Orange County,Apricot Princess,Alternative,8,22,"2/1/19, 10:44 PM","11/17/20, 10:50 AM"
Upper West Side,3:32,King Princess,Make My Bed - EP,Indie,8,9,"2/1/19, 10:03 PM","12/2/20, 5:23 PM"
Talk Is Overrated,3:09,Jeremy Zucker,Idle - EP,Indie,16,22,"2/1/19, 10:02 PM","10/17/20, 6:53 PM"
"Figures, a Reprise ft. Daniel Caesar",3:14,Jessie Reyez,"Figures, a Reprise (feat. Daniel Caesar) - Single",R&B,57,12,"2/1/19, 9:55 PM","12/8/20, 3:55 PM"
Come Together,4:19,The Beatles,Abbey Road,Rock,17,10,"1/28/19, 3:16 PM","11/13/20, 1:06 PM"
Feels So Good ft. Anna Of The North,3:54,HONNE,Love Me / Love Me Not,Alternative,25,11,"1/27/19, 10:30 AM","10/2/20, 6:58 PM"
Lately,3:27,"Forrest, Ryce & Biskwiq",Lately - Single,Indie,9,22,"1/26/19, 12:32 AM","9/9/20, 11:48 AM"
Home,3:34,Bruno Major,A Song For Every Moon,Alternative,9,19,"1/26/19, 12:31 AM","11/1/20, 9:58 PM"
3:00 AM,3:25,Feyde,Thoughts From 3Am - EP,Alternative,32,19,"1/26/19, 12:25 AM","10/31/20, 12:38 AM"
Movie,5:56,Tom Misch,Geography,Alternative,24,27,"1/26/19, 12:07 AM","12/10/20, 2:48 PM"
Hunnybee Remix ft. Amine,2:28,Unknown Mortal Orchestra,Sex & Food,Hip Hop/Rap,28,13,"1/24/19, 11:23 PM","12/5/20, 2:24 PM"
Philly Jawn,3:27,Kota the Friend,Philly Jawn - Single,Hip Hop/Rap,19,13,"1/24/19, 10:57 PM","12/8/20, 5:13 PM"
Chicago Diner,3:01,Kota the Friend,Chicago Diner,Hip Hop/Rap,12,13,"1/24/19, 10:52 PM","4/26/20, 2:11 PM"
Brooklyn Bodega,3:00,Kota the Friend,Brooklyn Bodega - Single,Hip Hop/Rap,11,12,"1/24/19, 10:43 PM","12/28/19, 11:07 PM"
Colorado,3:01,Kota the Friend,Colorado - Single,Hip Hop/Rap,10,16,"1/24/19, 10:36 PM","2/4/20, 4:25 PM"
Yellow,3:00,Aminé,Good for You,Hip Hop/Rap,26,12,"1/24/19, 10:29 PM","11/20/20, 3:57 PM"
BLACKJACK,1:57,Aminé,ONEPOINTFIVE,Hip Hop/Rap,33,19,"1/24/19, 5:25 PM","9/14/20, 5:02 PM"
One Last Time,3:38,Summer Salt,One Last Time - Single,Alternative,11,16,"1/24/19, 5:25 PM","11/26/20, 1:25 AM"
New Place to Begin,2:19,khai dreams,New Place to Begin - Single,Indie,27,19,"1/23/19, 11:19 PM","1/9/21, 12:47 AM"
summer is like a dream,2:13,khai dreams,Summer Is Like A Dream - EP,Indie,26,13,"1/23/19, 11:16 PM","11/14/20, 12:34 AM"
I Need It ft. Peter Cottontale,3:26,Johnny Balik,I Need It - Single,Alternative,36,14,"1/23/19, 11:00 PM","10/13/20, 6:32 PM"
Discover Each Other,4:02,Zac Apollo,Discover Each Other (Single Edit) - Single,R&B,34,12,"1/23/19, 10:49 PM","11/24/20, 11:43 PM"
Makes Me Happy,2:08,Drake Bell,It's Only Time,Pop,20,5,"1/22/19, 2:12 PM","8/16/20, 11:44 AM"
I Found A Way,3:00,Drake Bell,Drake & Josh: Songs from & Inspired By the Hit TV Series,Pop,18,8,"1/22/19, 2:10 PM","12/2/20, 8:06 PM"
Honey,3:57,Johnny Balik,Honey - Single,Alternative,21,13,"1/21/19, 9:34 PM","10/11/20, 7:28 PM"
Do You Believe in Magic,2:08,The Lovin' Spoonful,Do You Believe in Magic,Rock,16,25,"1/20/19, 12:12 AM","9/15/20, 8:47 PM"
i love being with you,1:37,Elijah Who,Gentle Boy,Lofi,61,19,"1/19/19, 11:39 PM","11/24/20, 11:24 PM"
Still New York,3:45,MAX & Joey Bada$$,Still New York - Single,Pop,8,24,"1/19/19, 11:38 PM","3/27/20, 3:57 PM"
Anthropocene ft. atlas,4:15,Samsa,Anthropocene - Single,Hip Hop/Rap,27,29,"1/19/19, 11:37 PM","11/18/20, 12:49 PM"
Move On,2:59,Mike Posner,A Real Good Kid,Pop,19,18,"1/19/19, 11:27 PM","11/30/20, 1:11 AM"
Proud Corazón,2:08,Anthony Gonzalez,Coco (Original Motion Picture Soundtrack),Latin,31,11,"1/19/19, 11:25 PM","11/14/20, 6:06 PM"
Timebomb,3:39,Walk The Moon,Timebomb - Single,Dance,42,24,"1/19/19, 11:22 PM","11/28/20, 1:20 PM"
4EVER,2:40,Clairo,4EVER - Single,Alternative,34,17,"1/19/19, 11:18 PM","12/12/20, 6:25 PM"
Still Apart,3:22,Varsity,Smash / Still Apart - Single,Indie,9,21,"1/19/19, 11:17 PM","11/4/20, 1:52 AM"
Falling for U ft. mxmtoon,2:04,Peachy!,Falling for U (feat. mxmtoon) - Single,Indie,14,19,"1/19/19, 10:58 PM","10/23/20, 10:51 PM"
Talk to Me,4:30,Cavetown,Dear. - EP,Indie,13,18,"1/19/19, 10:57 PM","5/12/20, 10:28 AM"
"Baby, Please",2:14,Black Pool,Joven Pirata - EP,Alternative,13,22,"1/19/19, 10:57 PM","10/31/20, 3:52 AM"
Fresh Roses,3:22,Juke Ross,Fresh Roses - Single,Folk,14,23,"1/19/19, 10:55 PM","11/28/20, 6:06 PM"
These Memories,5:10,Hollow Coves,Wanderlust - EP,Folk,11,13,"1/19/19, 10:47 PM","11/24/20, 5:51 PM"
Roslyn,4:47,Bon Iver & St. Vincent,The Twilight Saga: New Moon (Deluxe Version) [Original Motion Picture Soundtrack],Folk,33,16,"1/19/19, 10:45 PM","11/1/20, 10:49 PM"
Crush,3:36,Tessa Violet,Crush - Single,Pop,12,11,"1/19/19, 10:44 PM","8/29/20, 7:57 PM"
Magic In The Hamptons ft. Lil Yachty,2:44,Social House,Magic In The Hamptons (feat. Lil Yachty) - Single,Hip Hop/Rap,53,13,"1/19/19, 10:43 PM","11/3/20, 11:28 PM"
Love Someone,3:26,Lukas Graham,3 (The Purple Album),Pop,14,13,"1/19/19, 10:31 PM","11/11/20, 7:06 PM"
Morning Breeze,3:14,Juke Ross,Grey - EP,Folk,21,7,"1/19/19, 10:17 PM","11/18/20, 7:13 PM"
Signs Of Life,3:18,Lewis Ross,Colder Days - EP,Folk,34,15,"1/19/19, 10:16 PM","1/9/21, 12:32 AM"
Here We Are,3:43,Brvthr,Here We Are - Single,Folk,13,11,"1/19/19, 10:15 PM","11/13/20, 8:32 PM"
Colour Me,3:30,Juke Ross,Grey - EP,Folk,17,16,"1/19/19, 10:14 PM","11/28/20, 6:03 PM"
Crazy Love,2:40,Juke Ross,Crazy Love - Single,Folk,56,21,"1/19/19, 10:07 PM","12/13/20, 1:26 AM"
Keep You Dry,3:11,Juke Ross,Grey - EP,Folk,14,13,"1/19/19, 10:06 PM","11/4/20, 4:55 PM"
Just the Way You Are,2:34,James Smith,Little Love - EP,Folk,108,14,"1/19/19, 9:59 PM","11/9/20, 5:04 PM"
Hwy 18,3:52,Mark Diamond,Hwy 18 - Single,Folk,13,30,"1/19/19, 9:59 PM","10/31/20, 8:04 PM"
Love On Top,3:16,Beyonce,4 (Expanded Edition),Pop,39,6,"1/19/19, 9:58 PM","12/5/20, 4:30 PM"
Why Not Me,3:15,Forrest & Biskwiq,Warm,Indie,49,14,"1/19/19, 9:53 PM","10/12/20, 7:38 AM"
Twist And Shout,2:35,The Beatles,Please Please Me,Rock,20,21,"1/19/19, 9:51 PM","11/28/20, 6:09 PM"
In Love,1:09,khai dreams,In Love - Single,Indie,12,24,"1/19/19, 9:50 PM","12/3/20, 9:37 AM"
Concussion ft. Biskwiq,1:02,Ben Beal,Concussion (feat. Biskwiq) - Single,Hip Hop/Rap,54,9,"1/15/19, 11:33 AM","10/19/20, 2:25 PM"
Unwritten,3:47,Natasha Bedingfield,The Sisterhood of the Traveling Pants,Pop,16,24,"1/15/19, 11:33 AM","11/4/20, 7:11 PM"
Keep On Running,2:48,The Spencer Davis Group,Revolutions: The Very Best of Steve Winwood,Rock,48,23,"1/15/19, 11:32 AM","12/11/20, 9:28 PM"
Ghetto Supastar,4:21,Pras,Ghetto Supastar,Hip Hop/Rap,14,17,"1/15/19, 11:32 AM","10/11/20, 7:40 PM"
Summer,2:59,Chloe Lilac,Summer - Single,Indie,20,18,"1/15/19, 11:29 AM","12/16/20, 10:27 AM"
The Psychiatrist Is In,2:50,God Help the Girl,God Help the Girl (Original Motion Picture Soundtrack),Folk,20,16,"1/15/19, 11:26 AM","11/19/20, 10:20 AM"
Runaround Sue,2:35,Dion,Runaround Sue,Oldie,55,18,"1/15/19, 11:22 AM","10/27/20, 7:21 PM"
Here In My Arms,2:07,Leon Bridges,Coming Home (Deluxe),Soul,11,19,"1/15/19, 11:22 AM","11/19/20, 10:22 AM"
Daisy Mae,2:56,Leon Bridges,Coming Home (Deluxe),Soul,20,16,"1/15/19, 11:19 AM","11/29/20, 4:47 PM"
Mrs.,4:04,Leon Bridges,Good Thing,Soul,28,10,"1/15/19, 11:19 AM","12/9/20, 6:57 PM"
Come Away With Me,3:11,Norah Jones,Come Away with Me,Easy Listening,51,13,"1/14/19, 11:53 PM","11/15/20, 11:58 AM"
Burning Love,2:58,Elvis Presley,The Essential Elvis Presley (Remastered),Oldie,11,11,"1/14/19, 11:51 PM","10/6/20, 6:21 PM"
Unchained Melody,3:36,The Righteous Brothers,The Very Best of the Righteous Brothers - Unchained Melody,Oldie,104,11,"1/14/19, 11:49 PM","12/27/20, 10:01 PM"
Settin' the Woods on Fire,2:39,Hank Williams,The Complete Hank Williams,Country,24,14,"1/14/19, 11:48 PM","12/2/20, 5:19 PM"
Superboy and Supergirl,3:04,Tullycraft,"Old Traditions, New Standards",Alternative,54,23,"1/7/19, 12:47 AM","12/11/20, 9:22 PM"
At Seventeen,4:39,Janis Ian,Between the Lines (Remastered),Easy Listening,9,19,"1/7/19, 12:46 AM","11/22/20, 2:30 AM"
Places We Won't Walk,2:50,Bruno Major,A Song For Every Moon,Alternative,31,16,"1/6/19, 8:46 PM","10/25/20, 12:11 AM"
On Our Own,3:09,Bruno Major,A Song For Every Moon,Alternative,24,21,"1/6/19, 8:40 PM","10/25/20, 12:06 AM"
Like Someone In Love,2:24,Bruno Major,A Song For Every Moon,Alternative,8,13,"1/6/19, 8:37 PM","10/31/20, 3:23 AM"
Second Time,2:36,Bruno Major,A Song For Every Moon,Alternative,15,13,"1/6/19, 8:37 PM","10/31/20, 1:48 AM"
Wouldn't Mean A Thing,2:54,Bruno Major,A Song For Every Moon,Alternative,31,21,"1/6/19, 8:35 PM","11/18/20, 7:09 PM"
It Was A Good Day,4:20,Ice Cube,The Predator,Rap,8,10,"1/5/19, 11:23 PM","11/11/20, 5:29 PM"
You Be Killin Em,3:30,Fabolous,There Is No Competition 2: The Grieving Music Mixtape,Hip Hop/Rap,5,19,"1/5/19, 10:09 PM","12/10/20, 3:31 PM"
Gasolina,3:13,Daddy Yankee,Barrio Fino (Bonus Track Version),Reggaeton,5,4,"1/5/19, 9:07 PM","5/13/20, 9:42 AM"
The Middle,3:05,"Zedd, Maren Morris & Grey",The Middle - Single,Dance,6,13,"1/5/19, 12:41 AM","11/6/20, 2:26 PM"
Wake Me up Before You Go-Go,3:51,Wham!,Make It Big,Pop,8,29,"1/5/19, 12:24 AM","11/30/20, 12:21 PM"
Ruin My Life,3:14,Zara Larsson,Ruin My Life - Single,Pop,56,28,"1/5/19, 12:23 AM","12/11/20, 12:06 PM"
Fair-Weather Friend,3:07,Bruno Major,A Song For Every Moon,Alternative,123,20,"1/5/19, 12:22 AM","12/16/20, 10:15 PM"
Moon River,2:03,Audrey Hepburn,Breakfast At Tiffany's,Easy Listening,39,26,"1/5/19, 12:14 AM","10/25/20, 12:52 AM"
I Wanna Dance with Somebody (Who Loves Me),4:51,Whitney Houston,Whitney,Pop,9,14,"1/5/19, 12:05 AM","12/16/20, 3:34 PM"
Closer ft. Halsey,4:22,The Chainsmokers,Collage - EP,Electronic,9,16,"1/5/19, 12:02 AM","12/12/20, 4:22 PM"
HYFR (Hell Ya Fucking Right),3:27,Drake,Take Care [Explicit],Hip Hop/Rap,9,15,"12/31/18, 11:20 PM","11/28/20, 4:37 PM"
Loving Is Easy,2:36,Rex Orange County,Loving Is Easy (feat. Benny Sings) - Single,Alternative,51,14,"12/31/18, 11:19 PM","12/15/20, 2:21 PM"
Love Is Strange,2:55,Mickey & Sylvia,Dirty Dancing (Original Motion Picture Soundtrack),Soundtrack,15,28,"12/31/18, 11:18 PM","10/23/20, 5:28 PM"
Shake It Off,3:39,Taylor Swift,1989,Pop,13,9,"12/25/18, 11:47 PM","12/2/20, 6:43 PM"
It's Tricky,3:04,Run-DMC,Raising Hell,Old School,18,12,"12/25/18, 11:47 PM","6/2/20, 2:14 PM"
Beat It,4:18,Michael Jackson,Thriller,Pop,25,14,"12/25/18, 11:43 PM","10/11/20, 6:55 PM"
House Of The Rising Sun,4:30,The Animals,Retrospective,Rock,22,13,"12/25/18, 11:42 PM","11/18/20, 7:06 PM"
(Let Me be Your) Teddy Bear,1:47,Elvis Presley,Elvis' Golden Records,Oldie,78,32,"12/25/18, 11:34 PM","12/8/20, 7:04 PM"
Jump,4:02,Van Halen,1984,Rock,6,12,"12/25/18, 11:34 PM","2/9/20, 11:42 AM"
Blessings ft. Drake,4:12,Big Sean,Dark Sky Paradise,Hip Hop/Rap,14,14,"12/25/18, 3:19 PM","8/8/20, 6:37 PM"
"Sincerely, Yours",2:33,Sophie Meiers,"Sincerely, Yours - Single",Indie,20,17,"12/25/18, 1:50 PM","1/9/21, 12:52 AM"
"So Sad, So Sad",3:53,Varsity,"Cult of Personality - So Sad, So Sad - Single",Indie,9,12,"12/25/18, 1:50 PM","11/26/20, 1:02 AM"
Forever Dumb,4:19,Surf Curse,Sad Boys - EP,Indie,24,23,"12/25/18, 1:48 PM","9/6/20, 2:00 PM"
I Love You So,2:40,The Walters,Songs for Dads - EP,Alternative,27,29,"12/25/18, 1:48 PM","10/12/20, 8:07 AM"
Oblivion,2:13,Lily Potter,Oblivion,Easy Listening,84,23,"12/25/18, 1:47 PM","11/7/20, 8:08 PM"
Sunflower,4:12,Rex Orange County,Sunflower - Single,Alternative,7,16,"12/25/18, 1:46 PM","10/12/20, 8:54 AM"
forgive me,2:32,Nohidea,Discography - 2016,Lofi,56,10,"12/25/18, 1:44 PM","10/23/20, 11:34 PM"
Valentine,3:18,Suki Waterhouse,Valentine - Single,Alternative,14,17,"12/25/18, 1:42 PM","10/13/20, 8:03 PM"
Flamin Hot Cheetos,2:04,Clairo,diary 001 - EP,Alternative,26,15,"12/25/18, 1:42 PM","1/5/20, 9:19 AM"
Ugotme,2:08,Omar Apollo,Stereo,Alternative,201,25,"12/25/18, 1:41 PM","12/12/20, 4:18 PM"
Forrest Gump,3:15,Frank Ocean,Channel Orange,R&B,201,8,"12/25/18, 1:40 PM","12/15/20, 10:50 AM"
Easily,3:30,Bruno Major,Easily - Single,Alternative,26,13,"12/25/18, 1:39 PM","11/4/20, 12:21 AM"
DAYDREAMING,6:07,Daisy,Have a Snack - EP,Indie,25,27,"12/25/18, 1:38 PM","12/6/20, 4:58 PM"
Untitled,2:16,Rex Orange County,Apricot Princess,Alternative,11,16,"12/25/18, 1:34 PM","11/17/20, 10:33 PM"
Hello Darlin',3:32,Houston Kendrick,Hello Darlin' - Single,R&B,24,15,"12/25/18, 1:17 PM","11/12/20, 11:19 AM"
Pram,2:08,Omar Apollo,Pram - Single,Alternative,70,11,"12/25/18, 1:16 PM","11/9/20, 11:34 PM"
Brakelights,2:49,Omar Apollo,Brakelights - Single,Alternative,62,14,"12/25/18, 1:15 PM","11/8/20, 1:29 AM"
My Own Thing ft. Joey Purp,3:01,Chance the Rapper,My Own Thing (feat. Joey Purp) - Single,Hip Hop/Rap,17,19,"12/25/18, 1:15 PM","3/8/20, 9:58 PM"
Bitch Dont Kill My Vibe,5:10,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe Version)",Rap,13,16,"12/25/18, 1:14 PM","11/4/20, 12:45 AM"
(What a) Wonderful World,2:11,Sam Cooke,The Man Who Invented Soul,Oldie,54,14,"12/25/18, 1:14 PM","11/28/20, 6:25 PM"
Unbothered,2:06,Omar Apollo,Unbothered - Single,Alternative,25,20,"12/25/18, 1:13 PM","9/22/20, 6:15 PM"
We Find Love,4:15,Daniel Caesar,Freudian,R&B,20,16,"12/25/18, 1:12 PM","11/11/20, 6:13 PM"
I Wonder Why,2:20,Dion & The Belmonts,A Bronx Tale (Music From the Motion Picture),Oldie,28,24,"12/25/18, 1:11 PM","12/5/20, 6:04 PM"
Working For The Weekend,3:43,Loverboy,Get Lucky,Rock,10,14,"12/25/18, 1:10 PM","11/28/20, 6:43 PM"
Smile ft. Sophie Meiers,2:24,Nohidea & Ben Beal,Smile (feat. Sophie Meiers) - Single,Hip Hop/Rap,49,11,"12/25/18, 1:08 PM","11/9/20, 11:40 PM"
Erase,3:57,Omar Apollo,Stereo,Alternative,9,12,"12/25/18, 1:07 PM","1/12/20, 10:06 PM"
A Thousand Years,4:48,Christina Perri,"The Twilight Saga: Breaking Dawn, Pt.1 (Original Motion Picture Soundtrack)",Easy Listening,13,14,"12/25/18, 1:07 PM","12/7/20, 6:43 PM"
Illuminate,4:38,Afrojack,Forget the World,Dance,7,18,"12/25/18, 1:06 PM","10/12/20, 5:59 AM"
"Young, Wild & Free ft. Bruno Mars",3:28,Snoop Dogg & Wiz Khalifa,Mac and Devin Go to High School (Music from and Inspired By The Movie) [Deluxe Version],Hip Hop/Rap,8,15,"12/25/18, 1:05 PM","10/11/20, 5:14 PM"
Your Loving,3:26,Will Davila,Your Loving - Single,Alternative,91,35,"12/25/18, 1:03 PM","10/31/20, 3:15 AM"
Happiness,4:16,Rex Orange County,Apricot Princess,Alternative,60,16,"12/25/18, 1:01 PM","10/31/20, 7:44 PM"
Corduroy Dreams,3:27,Rex Orange County,Bcos U Will Never B Free,Alternative,43,14,"12/25/18, 1:00 PM","12/7/20, 9:07 AM"
Uno,2:52,Rex Orange County,Uno - Single,Alternative,7,2,"12/25/18, 12:59 PM","9/9/20, 10:32 AM"
Belly (The Grass Stains),4:20,Rex Orange County,Bcos U Will Never B Free,Alternative,17,29,"12/25/18, 12:59 PM","8/3/19, 9:44 AM"
You've Got a Friend in Me ft. Randy Newman,2:20,Rex Orange County,Toy Story,Alternative,33,21,"12/25/18, 12:58 PM","12/15/20, 7:09 PM"
Best Friend,4:22,Rex Orange County,Best Friend - Single,Alternative,15,17,"12/25/18, 12:58 PM","12/15/20, 2:18 PM"
Better Together,3:23,Jack Johnson,In Between Dreams (Bonus Track Version),Folk,51,22,"12/25/18, 12:52 PM","12/15/20, 8:20 PM"
Generation Why,3:41,Conan Gray,Sunset Season - EP,Pop,38,24,"12/25/18, 12:52 PM","11/26/20, 2:15 AM"
Love,2:50,Matt White,Best Days,Pop,19,12,"12/25/18, 12:50 PM","12/16/20, 12:56 AM"
Baby,3:34,Justin Bieber,My World 2.0 (Bonus Track Version),Pop,41,24,"12/25/18, 12:49 PM","12/9/20, 3:01 PM"
Hard Feelings,3:55,Lorde,The End of the F*****g World (Original Songs and Score),Pop,28,12,"12/25/18, 12:49 PM","12/15/20, 11:04 AM"
Dive,3:58,Ed Sheeran,÷,Pop,37,20,"12/25/18, 12:48 PM","11/29/20, 8:09 PM"
How To Save A Life,4:24,The Fray,How To Save A Life,Rock,7,24,"12/25/18, 12:48 PM","2/9/20, 4:54 PM"
New York,2:34,St. Vincent,MASSEDUCTION,Alternative,25,28,"12/25/18, 12:42 PM","11/9/20, 11:38 PM"
Debora,3:08,T. Rex,Baby Driver (Music from the Motion Picture),Rock,19,13,"12/25/18, 12:41 PM","11/3/20, 5:02 PM"
I Don't Fuck With You ft. E-40,4:45,Big Sean,Dark Sky Paradise,Hip Hop/Rap,4,23,"12/25/18, 12:40 PM","5/13/20, 9:09 AM"
What Makes You Beautiful,3:18,One Direction,Up All Night,Pop,15,8,"12/25/18, 12:33 PM","12/1/20, 5:11 PM"
The Longest Time,3:38,Billy Joel,An Innocent Man,Rock,41,18,"12/25/18, 12:30 PM","12/7/20, 11:33 PM"
bubblegum,2:56,Clairo,bubblegum - single,Easy Listening,49,17,"12/25/18, 12:30 PM","10/24/20, 11:57 PM"
The Lion Sleeps Tonight,2:42,The Tokens,The Lion Sleeps Tonight,Oldie,17,13,"12/25/18, 12:28 PM","11/8/20, 11:55 AM"
Surfin' U.S.A.,2:29,The Beach Boys,Surfin' USA,Rock,6,14,"12/25/18, 12:27 PM","9/13/20, 5:59 PM"
I Got You Babe,3:10,Sonny & Cher,Look At Us,Oldie,17,30,"12/25/18, 12:26 PM","12/15/20, 10:59 AM"
Here Comes The Sun,3:06,The Beatles,Abbey Road,Rock,18,11,"12/25/18, 12:25 PM","12/9/20, 8:29 PM"
F***in' Problems,3:53,A$AP Rocky,Long. Live. A$AP,Hip Hop/Rap,14,17,"12/25/18, 1:42 AM","11/25/20, 1:52 PM"
Are You That Somebody,4:24,Aaliyah,Dr. Dolittle,Hip Hop/Rap,17,7,"12/25/18, 1:42 AM","12/9/20, 5:35 PM"
Grow Old With You,1:24,Adam Sandler,The Wedding Singer,Easy Listening,61,14,"12/25/18, 1:42 AM","12/13/20, 8:09 PM"
Persona Ideal,4:53,Adolescentes Orquesta,Persona Ideal,Salsa,10,10,"12/25/18, 1:42 AM","12/13/20, 8:05 PM"
I Don't Want To Miss A Thing,4:54,Aerosmith,Armageddon,Rock,4,17,"12/25/18, 1:42 AM","11/8/19, 6:02 PM"
Don't Matter,4:49,Akon,Konvicted,R&B,1,9,"12/25/18, 1:42 AM","11/27/20, 5:03 PM"
No One,4:07,Alicia Keys,As I Am,R&B,22,14,"12/25/18, 1:42 AM","12/15/20, 12:40 AM"
Electric ft. Khalid,4:05,Alina Baraz,Electric (feat. Khalid) - Single,Electronic,17,16,"12/25/18, 1:42 AM","12/17/20, 6:05 PM"
Brooklyn In The Summer,3:32,Aloe Blacc,Brooklyn In The Summer - Single,Pop,5,11,"12/25/18, 1:42 AM","11/25/20, 6:42 PM"
Best Day Of My Life,3:40,American Authors,"Oh, What a Life",Indie,10,10,"12/25/18, 1:42 AM","11/19/20, 12:58 PM"
Caroline,3:30,Aminé,Good for You,Hip Hop/Rap,26,14,"12/25/18, 1:42 AM","12/5/20, 7:55 PM"
Something New,4:07,Axwell Λ Ingrosso,Something New - Single,EDM,19,14,"12/25/18, 1:42 AM","11/10/20, 6:33 PM"
Beautiful,3:01,Bazzi,COSMIC,Pop,25,23,"12/25/18, 1:42 AM","12/16/20, 12:50 AM"
BRB,2:41,Bazzi,COSMIC,Pop,11,21,"12/25/18, 1:42 AM","10/11/20, 3:55 PM"
FTC,1:47,Bazzi,COSMIC,Pop,26,5,"12/25/18, 1:42 AM","10/28/20, 6:49 PM"
Honest,3:01,Bazzi,COSMIC,Pop,6,12,"12/25/18, 1:42 AM","9/18/20, 8:48 AM"
Mine,2:10,Bazzi,COSMIC,Pop,32,18,"12/25/18, 1:42 AM","11/24/20, 6:56 PM"
Mirror,2:20,Bazzi,COSMIC,Pop,37,22,"12/25/18, 1:42 AM","11/24/20, 10:54 AM"
Soarin,2:57,Bazzi,COSMIC,Pop,13,12,"12/25/18, 1:42 AM","12/5/20, 6:38 PM"
Star,2:50,Bazzi,COSMIC,Pop,28,18,"12/25/18, 1:42 AM","12/10/20, 3:34 PM"
3:15,2:47,Bazzi,COSMIC,Pop,14,26,"12/25/18, 1:42 AM","11/13/20, 7:10 PM"
Wouldn't It Be Nice,2:33,The Beach Boys,Pet Sounds,Oldie,23,23,"12/25/18, 1:42 AM","11/24/20, 6:24 PM"
Poison,4:21,Bell Biv DeVoe,Poison,R&B,6,17,"12/25/18, 1:42 AM","11/25/20, 1:56 PM"
Upgrade U ft. Jay-Z,4:33,Beyonce,B'Day (Deluxe Edition),Pop,14,19,"12/25/18, 1:42 AM","10/12/20, 3:11 AM"
XO,3:36,Beyonce,Beyonce,Pop,41,17,"12/25/18, 1:42 AM","12/7/20, 6:38 PM"
Hold Up,3:42,Beyonce,Lemonade,Pop,6,7,"12/25/18, 1:42 AM","1/10/20, 4:40 PM"
Sway,4:19,Bic Runga,Drive,Pop,10,20,"12/25/18, 1:42 AM","7/4/19, 5:02 PM"
MVP ft. Miss Jones,3:45,Big L,Lifestylez ov da Poor & Dangerous,Rap,12,6,"12/25/18, 1:42 AM","8/29/20, 7:01 PM"
Still Not a Player,4:00,Big Punisher,Capital Punishment,Rap,34,17,"12/25/18, 1:42 AM","12/11/20, 8:54 PM"
100%,3:52,Big Punisher,Capital Punishment,Rap,4,12,"12/25/18, 1:42 AM","10/29/20, 6:44 PM"
